cm_key,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar40,mvar41,mvar42,mvar43,mvar44,mvar45
50011,Charge      ,1,0,2,27,1526,0.1916,0.1831,57837,0,2.5911,Transport          ,12,1,3,31.27,0,33.7,0,0,0,0,0,0,0,0,0,0,47.64,0,0,13390.48,36115.76,10385.96,19456.8,17792.13,17166.79,4697.11,10663.01,0,0,0,0,0,0
50012,Charge      ,1,0,0,13,190,0.1129,0,2918974,0,3.3675,Transport          ,14,1,0,0,0,0,0,677.46,0,388.8,0,0,0,0,0,0,0,27.03,0,12779.98,13860.87,4370.66,0,10577.06,16031.19,8085.13,5343,0,0,0,0,0,0
50013,Charge      ,1,0,4,169,459,0.1295,0.1155,50756,0,1.8113,Household          ,13,1,0,0,0,0,0,596.24,664.65,87.79,157.1,11.07,81.09,0.77,91.39,0,0,0,0,0,0,0,0,13616.99,7495.88,4002.52,7905.42,0,0,0,0,0,0
50014,Charge      ,2,0,3,8,0,0.0128,0.1155,245613,0,1.9487,Durable goods      ,13,2,0,0,0,0,0,215.68,0,0,0,129.16,10.67,120.76,19.07,0,0,0,0,0,0,0,0,2747.41,345.74,4289.88,1346.08,0,0,0,0,0,0
50015,Charge      ,0,0,2,117,3270,0.7969,0,2918974,1,2.8627,Misc services      ,13,1,3,0,0,0,0,2823.38,278.36,0,0,136.6,391.3,19.62,508.28,0,0,0,0,0,0,0,0,36797.03,10634.54,20471.97,9469.83,0,0,0,0,0,0
50016,Charge      ,1,0,7,7,0,0.4697,0.1831,169701,0,4.9309,Household          ,16,7,0,0,0,0,0,7723.67,1191.66,0,0,0.57,4.83,3.08,2.32,1591.24,1661.29,1531.66,0,38671.72,42311.41,16865.42,0,60825.61,42225.31,23342.86,0,0,0,0,0,0,0
50017,Charge      ,5,0,2,191,1520,10,0,2918974,1,6.8625,Transport          ,14,1,0,0,0,0,0,0,1510.18,952.73,0,4154.05,199.95,3190.24,1163.76,2573.09,3388.64,2751.11,2649.09,1049800.78,846203.66,813580.03,1178670.85,2335555.18,748129.61,674155.03,970424.22,0,0,0,0,0,0
50018,Charge      ,0,266765,2,32,490,0.7969,0.1831,124120,0,2.5768,Personal services  ,11,1,0,195.46,49.92,57.51,142.57,236,11.66,24.3,0,97.71,79.78,40.56,136.93,0,0,0,0,0,0,0,0,28557.15,15153.01,16319.88,15400.1,0,0,0,0,0,0
50019,Charge      ,0,0,4,54,463,0.7969,0.1155,58630,0,4.4904,Entertainment      ,8,1,0,0,0,96.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5175.59,2984.88,3806.95,6358.19,0,0,0,0,0,0
50020,Charge      ,6,0,2,21,4830,3.6168,0.1155,322466,0,4.7198,Produce            ,12,1,0,732.21,35.61,26.71,8.91,2395.35,7228.23,21399.61,51574.26,380.03,510.29,169.61,720.71,2866.7,2427.6,2446.39,2003.79,184883.6,145994.44,217640.99,231583.65,206526.52,151366.91,201182.59,220618.32,2,0,0,1,0,0
50021,Charge      ,1,109058,2,48,1853,0.3674,0.1831,237690,0,4.1686,Manufacturing      ,11,1,0,0,35.6,151.34,0,13679.62,2979.44,4454.65,1078.73,1151.54,673.23,124.99,1699.78,556.18,547.28,2128.88,609.74,25738.13,21291.32,21487.99,29348.27,40857.28,19323.03,19695.17,26747.92,0,0,0,0,0,0
50022,Charge      ,0,0,2,57,1469,0.7969,0,34553,0,2.3052,Misc services      ,12,1,0,185.45,123.64,934.93,241,0,0,0,0,311.88,256.97,7.36,561.49,0,33.74,0,0,52401.88,58923.26,57866.34,53707.61,80547.6,67723.26,51202.14,51389.22,0,1,0,0,0,0
50023,Charge      ,0,0,2,39,981,0.0238,0,2918974,1,1.0619,Social services    ,10,1,0,354.72,265.04,273.12,187.9,321.53,0,0,0,0,0,0,0,0,0,0,0,1533.56,1856.74,3344.06,1562.81,2288.05,1494.21,3089.24,1389.96,1,0,0,0,0,0
50024,Charge      ,3,0,0,44,381,0.1382,0,2918974,0,4.3802,Household          ,17,1,0,227.17,160.35,160.35,93.54,3463.98,817.96,527.02,1854.26,0,0,0,0,0,0,0,0,0,0,0,0,16850.33,10139.55,8775.81,10657.3,0,0,0,0,0,0
50025,Charge      ,0,0,2,226,981,0.7969,0,76853,1,0.9357,Social services    ,8,1,0,5.09,0,0,194.09,1074.58,862.52,78.73,351.18,0,0,0,0,316.54,274.17,254.82,192.68,9090.68,9889.18,5927.72,16758.16,20730.74,9839.81,7530.3,18853.44,0,0,1,0,0,0
50026,Charge      ,0,39025,4,4,0,0.0777,0,2918974,0,2.0418,Unknown            ,14,1,0,0,358.89,891,0,0,0,0,0,17.33,84.71,49.85,52.19,0,0,0,0,0,0,0,0,10084.53,13040.3,9328.67,5952.17,0,0,0,0,0,0
50027,Charge      ,0,213840,3,87,770,0.7969,0.4275,2924437,0,6.6676,Personal services  ,11,1,0,191.55,378.02,282.33,1322.02,14.57,0,4031.86,0,1719.96,3916.73,1498.02,4138.67,0,0,0,0,0,0,0,0,254386.59,242156.6,208311.33,136162.34,0,0,0,0,0,0
50028,Charge      ,0,0,1,178,370,0.7969,0.4142,713070,0,2.1028,Household          ,9,1,0,8117.69,88.21,0,492.07,525.5,132.74,279.7,2587.08,1125.81,369.57,1085.99,409.39,0,0,0,0,0,0,0,0,22441.4,6845.13,8813.88,14462.62,0,0,0,0,0,0
50029,Charge      ,1,0,3,102,434,0.0834,0.231,228831,0,3.8116,Household          ,11,1,0,44.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5423.81,18263.54,29805.9,30261.26,8070.04,12969.72,20364.18,37072.02,0,1,0,0,0,0
50030,Charge      ,0,16839,7,11,0,0.0001,0.1155,166383,0,0,Durable goods      ,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.21,3413.65,0,0,0,0,0,0
50031,Charge      ,1,0,1,231,436,0.0857,0.1155,87153,0,3.398,Entertainment      ,7,1,2,128.09,0,148.39,0,0,0,86.08,5841.57,10.4,40.93,22.93,28.4,0,0,0,0,0,0,0,0,7056.43,9285.66,6586.48,13740.38,0,0,0,0,0,0
50032,Charge      ,3,103177,9,93,763,1.9674,0,2918974,0,6.3501,Misc services      ,15,1,3,1803.94,662.99,1696.36,3487.01,178.8,3507.68,0,755.75,852.15,769.76,1508.67,113.24,0,0,0,0,0,0,0,0,389807.91,222882.3,135485.73,204509.67,0,0,0,0,0,0
50033,Charge      ,0,0,2,7,0,0.7969,0,2918974,0,5.5049,Personal services  ,10,1,0,0,0,0,0,0,0,0,0,5.1,0.84,1.11,4.83,0,26.86,0,0,7553.39,6375.72,3014.67,2859.53,7543.63,7291.79,0,3809.35,2,1,0,0,0,0
50034,Charge      ,9,0,0,262,2267,4.2656,0,0,0,6.0561,Finance            ,19,1,3,3120.49,409.52,208.89,2006.8,21814.8,32375.48,35290.56,6042.78,293.65,6185.87,930.89,5548.63,1261.33,318.88,246.8,172.47,501151.29,628988.89,755858.61,359237.46,339123.35,216545.88,385899.59,291635.38,2,1,0,2,0,0
50035,Charge      ,1,0,3,24,381,0.2209,0,87153,0,3.3352,Manufacturing      ,11,1,0,0,1367.6,0,0,68.04,286.83,0,0,0,0,0,0,1153.18,1140.87,1420.72,973.02,28620.39,14951.4,14267.54,38393.8,38340.89,22321.26,12069.76,29890.64,0,0,0,0,0,0
50036,Charge      ,0,65488,3,1,0,0.1623,0,21725,0,4.2656,Personal services  ,8,1,0,66.73,0,0,0,396.26,93.43,479.92,0,58.02,155.47,188.72,24.77,0,0,0,0,4336.45,2283.32,2237.23,0,29496.25,2428.57,2885.29,0,2,0,0,0,0,0
50037,Charge      ,0,0,2,80,981,0.3794,0.8831,15370936,1,5.347,Misc services      ,8,1,0,0,0,17.82,17.82,5868.63,0,0,0,117.78,1315.27,522.03,911.02,0,0,24.36,0,23707.54,21729.54,52154.96,25749.45,42148.14,19870.91,63524.83,23157.2,0,0,1,0,0,0
50038,Charge      ,3,0,2,95,3270,0.3491,0,2918974,1,4.72,Household          ,16,1,0,92.31,55.6,56.5,178.16,1257.22,2561.19,374.33,4122.31,146.86,328.14,284.9,190.1,0,0,0,0,0,0,0,0,44587.48,35996.95,16651.7,20773.66,0,0,0,0,0,0
50039,Charge      ,1,0,2,41,577,9.8401,0,2918974,0,6.758,Entertainment      ,15,1,0,2.65,1.76,1.76,123.82,0,0,0,769.94,0,0,0,0,764.62,555.81,472.03,466.1,414636.49,346277.46,277870.43,212411.25,573311.53,357055.45,242901.18,180657.94,0,1,0,0,0,0
50040,Charge      ,3,0,4,47,2496,0.2945,0.231,237690,1,2.382,Consumables        ,4,1,0,411.75,0,0,136.77,0,0,72.9,0,111.97,151.64,124.16,139.45,0,0,0,0,0,0,0,0,42935.02,20057.9,20284.51,26318.15,0,0,0,0,0,0
50041,Charge      ,4,0,3,43,697,0.0786,0,2918974,0,1.919,Unknown            ,12,1,1,16.93,0,0,0,0,130.29,0,736.56,50.13,56.97,44.45,62.65,0,0,0,0,0,0,0,0,8431.38,14073.55,9809.82,16227.54,0,0,0,0,0,0
50042,Charge      ,0,0,1,140,426,0.1941,0,0,0,2.5315,Office supplies    ,10,1,4,64.11,7.99,64.91,161.17,938.72,424.57,1645.83,2806.42,95.61,239.2,41.18,293.63,67.05,168.3,460.22,836.94,10861.99,12902,16364.69,22259.36,15097.26,13315.67,16027.77,26536.59,2,2,0,0,0,0
50043,Charge      ,0,53460,1,11,0,0.4161,0.6229,4390841,0,6.9887,Manufacturing      ,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091.71,28027.91,25177.2,19643.92,0,0,0,0,0,0
50044,Charge      ,2,10692,2,130,484,0.1416,0,2918974,0,1.0533,Office supplies    ,14,1,3,207.1,91.43,168.88,321.13,1085.85,244.85,0,0,91.68,192.68,12.68,271.68,0,0,0,0,0,0,0,0,18423.78,8896.34,10224.28,11745.18,0,0,0,0,0,0
50045,Charge      ,1,0,4,168,1635,0.0033,0,78437,1,0.5279,Social services    ,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.14,261.26,408.37,747.29,475.88,325.35,161.09,795.52,616.33,0,0,0,0,0,0
50046,Charge      ,0,149688,1,355,606,0.1859,0,2918974,0,3.0312,Finance            ,12,1,0,113.43,394.04,305.7,841.79,1235.93,0,0,235.1,94.86,725.42,589.01,231.27,0,0,0,0,0,0,0,0,16590.19,14830.19,9808.9,26564.7,0,0,0,0,0,0
50047,Charge      ,2,0,4,181,1177,0.4717,0.3243,1223544,1,6.3418,Non durable goods  ,9,1,0,0,0,0,0,0,0,1282.78,0,172.22,37.56,204.69,5.09,0,0,0,0,0,0,0,0,48436,41880.35,45381.3,45704.25,0,0,0,0,0,0
50048,Charge      ,2,0,2,206,1024,1.1066,0.8236,9403444,0,5.4667,Entertainment      ,13,1,1,5129.5,623.2,187.97,85.79,4235.73,3651.07,726.3,3282.2,537.71,69.94,279.12,328.53,0,0,0,0,0,0,0,0,110676.81,88680.19,79174.15,102870.05,0,0,0,0,0,0
50049,Charge      ,0,96049,5,4,1291,0.3429,0,2918974,1,2.6211,Unknown            ,15,1,0,0,135.75,0,0,0,0,0,0,4175.12,3799.88,2447.61,5527.39,0,0,0,0,0,0,0,0,68827.69,2576.06,3744.45,3031.17,0,0,0,0,0,0
50050,Charge      ,0,0,9,73,1812,0.1788,0,46336,1,1.8391,Manufacturing      ,12,1,0,194.97,74.29,56.34,268.91,75,0,0,829.88,8.64,25.32,28.33,5.63,67.28,159.02,19.61,138.02,29724.88,18370.6,22575.3,38876.49,19052.48,7898.66,9342.31,12861.21,0,0,0,0,0,0
50051,Charge      ,4,0,3,241,325,0.2348,0,2918974,0,5.017,Manufacturing      ,16,1,0,0,0,73.72,0,5413.83,650.26,2215.12,4617.87,274.27,1730.9,630.13,1375.04,609,943.44,875.17,901.33,13931.66,12297.6,19736.41,26783.5,28434.18,8599.72,15103.06,17504.06,1,0,0,0,0,0
50052,Charge      ,1,0,2,19,1553,1.1589,0.1155,59422,0,5.9818,Produce            ,11,1,1,768.62,109.71,327.34,333.32,0,0,193.18,1418.84,381.45,71,170.54,281.91,0,0,0,0,0,0,0,0,93506.69,63453.52,89477.98,51024.75,0,0,0,0,0,0
50053,Charge      ,0,0,3,24,1016,0.3445,0,2918974,0,2.6425,Unknown            ,10,1,0,0,1.77,42.75,4.45,70.63,11.48,3019.82,247.82,129.02,41.85,122.25,48.62,390.19,412.19,492.45,375.56,21420.35,14154.02,56296.92,23688.38,35959.37,12468.45,74068.85,17169.53,0,0,0,0,0,0
50054,Charge      ,0,173745,3,48,381,0.8259,0,2918974,0,6.6746,Household          ,16,1,0,0,62.27,44.46,1647.37,0,0,0,0,6014.97,631.22,5315.83,1330.36,125.93,34.88,0,0,56083.42,60644.26,75549.73,55320.32,73590.76,58552.35,74354.9,53090.71,0,0,0,0,0,0
50055,Charge      ,1,0,4,278,376,0.0138,0.231,310848,0,1.6481,Finance            ,8,1,0,0,360.09,44.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622.38,1586.05,6948.25,2345.31,0,0,0,0,0,0
50056,Charge      ,4,0,1,123,981,0.6908,0.4142,1298885,0,5.715,Apparel,11,1,0,424.88,226.64,4465.38,1698.69,0,1749.43,46.66,0,366.05,406.62,674.66,98.01,3218.93,3147.79,3245.71,3156.06,22580.02,67401.31,36124.51,58545.02,39545.9,59302.11,34937.41,56902.8,0,0,0,0,0,0
50057,Charge      ,0,20314,4,98,2158,0.7969,0.231,79230,1,3.1902,Consumables        ,10,1,0,106.36,49.93,107.59,50.48,0,0,269.75,0,118.99,648.5,38.21,729.28,0,0,0,0,0,0,0,0,28549.06,15428.5,18072.51,17361.96,0,0,0,0,0,0
50058,Charge      ,0,0,4,41,381,0.008,0,2918974,0,1.7184,Social services    ,12,1,0,0,0,0,490.17,0,0,0,0,69.03,44.64,88.43,25.24,0,0,0,0,0,0,0,0,2238.34,407.31,335.6,983.99,0,0,0,0,0,0
50059,Charge      ,1,53994,2,39,784,0.6125,0.3662,573774,0,5.0445,Misc services      ,13,1,0,1554.86,647.97,937.26,720.39,1895.08,13589.58,1057.09,760.11,236.18,116.38,120.92,231.64,0,0,0,0,0,0,0,0,44534.92,77647.53,32550.21,63910.48,0,0,0,0,0,0
50060,Charge      ,1,0,2,62,1079,2.5477,0.1155,31706,1,5.3703,Misc services      ,12,1,0,0,194.64,0,2093.72,569.5,0,0,3536.39,0,0,0,0,0,0,0,0,0,0,0,0,102915.53,180361.07,162277.07,88246.6,0,0,0,0,0,0
50061,Charge      ,3,0,0,186,1733,0.3535,0,2918974,1,4.1535,Household          ,13,1,4,1940.57,514.27,17.8,471.32,0,0,0,0,1363.81,64.63,1074.97,353.47,0,0,0,0,0,0,0,0,29681.07,14217.73,21929.66,16377.1,0,0,0,0,0,0
50062,Charge      ,0,0,8,77,306,0.0636,0,2918974,0,2.2856,Manufacturing      ,14,1,1,15.03,19.41,23.95,10.59,0,0,43.74,0,19.5,529.05,278.52,270.03,36.99,106.76,224.18,296.47,6166.45,3681.22,3029.59,6065.48,16202.15,6257.9,2689.45,2537.41,2,1,0,0,1,0
50063,Charge      ,2,53460,6,93,806,0.1681,0.75,2297670,0,2.8463,Consumables        ,12,1,0,68.13,35,0,5.82,32.31,1505.67,336.85,377.4,192.08,14.2,143.74,62.54,0,0,0,0,0,0,0,0,22990.4,12599.98,12968.05,11703.42,0,0,0,0,0,0
50064,Charge      ,5,105850,4,304,828,0.66,0,2918974,0,4.6345,Entertainment      ,16,1,0,564.94,1033.25,365.92,208.57,655.73,406.36,0,60.18,262.63,235.58,373.84,124.37,0,0,0,0,0,0,0,0,81361.48,42947.79,26240.87,28414.55,0,0,0,0,0,0
50065,Charge      ,0,0,6,18,190,0.0545,0,40407,0,1.1282,Construction       ,13,1,0,122.46,35.63,0,0,0,0,210.52,350.19,5.7,0.06,0.74,5.02,0,0,0,0,0,0,0,0,3618.16,4282.96,7823.74,2420.91,0,0,0,0,0,0
50066,Charge      ,1,38491,4,172,436,0.2336,0,237690,0,5.413,Durable goods      ,14,1,3,0,0,0,0,0,0,0,0,300.8,658.84,559.89,399.75,0,0,0,0,0,0,0,0,30275.49,21808.88,28836.6,22234.13,0,0,0,0,0,0
50067,Charge      ,0,0,1,88,387,0.0923,0.1155,114744,0,1.5104,Finance            ,15,1,1,125.52,59.64,94.4,31.61,973.44,0,0,0,101.84,27.67,121.08,8.43,0,0,0,0,0,0,0,0,14784.82,9558.21,8571.08,11417.44,0,0,0,0,0,0
50068,Charge      ,1,48114,4,281,380,0.3819,0.3662,529280,0,5.5909,Manufacturing      ,12,1,2,26.73,17.82,114.03,17.82,2264.67,1183.16,566.09,1236.07,222.69,2996.61,2476.18,743.12,0,0,0,0,0,0,0,0,54242.5,34823.33,43527.26,53693.85,0,0,0,0,0,0
50069,Charge      ,1,0,6,55,981,0.0202,0,2918974,1,2.9299,Construction       ,10,1,0,0,0,506.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.08,8267.01,7100.84,11515.85,0,0,0,0,0,0
50070,Charge      ,1,0,3,12,190,0.047,0,2918974,0,2.0607,Manufacturing      ,13,1,0,0,0,625.48,1126.22,144.21,0,750.52,0,782.48,885.95,165.4,1503.03,66.57,0,27.52,32.47,4432.4,5897.33,4865.87,4623.89,6019.6,5011.45,7065.58,6504.51,1,0,0,1,0,0
50071,Charge      ,0,0,1,88,490,0.7969,0.1155,0,0,6.1702,Misc services      ,11,1,0,1024.18,1933.64,82.59,83.71,2574.41,1188.75,754.2,3.64,11889.42,6924.62,7257.5,11556.54,2811.92,2660.49,2155.44,2247.39,237320.73,62575.76,78058.25,46568.61,382022.75,65570.09,76159.56,47681.66,0,0,0,0,0,0
50072,Charge      ,0,21384,8,7,0,0.0418,0,2918974,0,1.7051,Unknown            ,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7258.85,4248,6428.52,2037.84,0,0,0,0,0,0
50073,Charge      ,0,0,2,219,981,0.7969,0.2682,285228,1,4.3111,Finance            ,9,1,0,4152.62,3919.51,2523.03,2328.56,381.81,1238.98,9092.54,350.88,325.04,79.47,317.22,87.29,0,0,0,0,0,0,0,0,61803.21,42553.03,55432.69,23946.26,0,0,0,0,0,0
50074,Charge      ,0,11850,9,14,0,0.0057,0,2918974,0,0.7595,Office supplies    ,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2324.9,0,0,0,0,0,0,0,0,0
50075,Charge      ,0,87496,1,4,817,0.7969,0,2918974,1,4.123,Unknown            ,13,1,0,280.42,1407.59,53.44,0,0,601.97,0,0,471.5,326.02,282.95,514.57,0,0,0,0,0,0,0,0,22762.61,47865.05,7853.45,2734.83,0,0,0,0,0,0
50076,Charge      ,0,0,1,74,1318,0.7969,0.2682,560220,1,3.2714,Construction       ,11,1,0,360.39,380.39,0,0,2562.67,0,1294.35,948,38.46,534.06,187.03,385.49,697.43,685.37,634.5,849.75,27220.03,34212.72,31823.54,27455.62,33846.9,36209.92,25661.51,17979.16,1,0,0,1,0,0
50077,Charge      ,0,0,0,67,381,0.0263,0,2918974,0,1.7178,Office supplies    ,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,804.88,915.71,540.74,267.84,3079.8,1675.2,3567.96,1780.58,3403.13,1403.96,1112.67,1051.02,1,0,0,0,0,0
50078,Charge      ,0,104781,5,61,327,0.169,0,59052,0,1.3618,Produce            ,11,1,0,35.63,0,123.85,0,216.04,0,193.78,757.85,0,0,0,0,50.45,5.86,3.5,4.29,24455.73,19441.39,26972.81,19098.14,29573.33,17956.68,24348.85,20652.99,0,0,0,0,0,0
50079,Charge      ,0,0,4,5,0,0.1142,0.2682,594225,0,6.0011,Household          ,8,1,0,0,0,0,0,0,0,0,0,71.04,34.56,96.85,8.75,0,0,0,0,12692.79,3519.59,0,0,18732.95,4414.81,0,0,2,0,0,0,0,0
50080,Charge      ,2,0,7,259,1079,0.3172,0.4621,3590667,1,5.0035,Misc services      ,13,1,0,7926.27,397.85,4724.01,1440.93,0,0,0,0,407.16,671.97,679.61,399.52,0,0,0,0,0,0,0,0,50067.51,18541.81,23401.05,40897.79,0,0,0,0,0,0
50081,Charge      ,4,0,2,88,2354,10,0.4907,10773620,1,6.506,Finance            ,13,1,1,39023.15,10231.17,75731.93,9785.48,77197.86,49370.51,132032.17,48798.85,6757.21,18235.42,22078.99,2913.64,0,0,0,0,708944.64,888220.47,835461.8,498063.09,1035957.03,904819.08,835780.4,458588.28,1,0,0,0,0,0
50082,Charge      ,0,0,3,19,564,0.0693,0,2918974,0,3.1173,Household          ,11,1,0,0,0,0,185.54,1338.12,152.57,1265.31,3220.26,488.38,434.76,175.4,747.74,0,0,0,0,0,0,0,0,9649.82,4145.25,3708.19,5220.93,0,0,0,0,0,0
50083,Charge      ,0,106920,2,20,397,0.194,0,2918974,0,3.4882,Office supplies    ,11,1,1,55.21,158.42,370.46,387.09,1262.82,0,0,261.5,384.49,345.22,532.81,196.9,0,0,0,0,0,0,0,0,24953.22,17694.93,17944.6,11334.13,0,0,0,0,0,0
50084,Charge      ,1,173210,4,123,632,0.01,0.1831,166383,0,0.7375,Apparel,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.06,0,18.47,256.06,1077.31,1237.35,1493.23,309.33,1170.97,2903.24,1930.5,0,0,1,0,0,0
50085,Charge      ,0,0,1,14,190,0.7969,0.1155,145696,0,0.9918,Transport          ,8,1,0,400.92,193.96,0,31.18,180.95,640.45,0,0,35.33,164.65,50.36,149.62,0,0,0,0,0,0,0,0,5762.08,4074.96,5414.2,1764.98,0,0,0,0,0,0
50086,Charge      ,1,0,2,20,245,0.2292,0.3243,475380,0,1.7271,Construction       ,13,1,0,495.57,4075.74,0,0,1712.3,0,0,0,590.73,867.89,339.37,1119.25,0,0,0,0,0,0,0,0,21836.95,12623.42,2425.65,272.93,0,0,0,0,0,0
50087,Charge      ,0,0,4,87,1030,0.0787,0,2918974,1,1.1787,Unknown            ,12,1,1,0,0,0,9.04,0,1226.82,0,0,0,0,0,0,383.13,459.56,500.82,557.37,7044.47,39711.01,11952.35,10826.81,14612.8,51026.87,13614.68,11345.07,3,0,1,0,0,0
50088,Charge      ,0,128304,3,68,881,0.7969,0.2682,792300,0,3.6204,Manufacturing      ,16,1,0,1514.01,13.69,244.71,23.91,1098.36,0,591.64,267.77,391.13,2218.72,1372.85,1237,0,0,0,0,0,0,0,0,66561.69,54423.91,41724.62,44477,0,0,0,0,0,0
50089,Charge      ,1,0,3,4,981,0.4662,0,2918974,0,4.3753,Office supplies    ,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98762.23,0,0,0,0,0,0,0,0,0
50090,Charge      ,3,0,1,21,190,1.2012,0.4722,871530,0,4.7948,Entertainment      ,14,1,0,244.55,570.58,629.14,64.92,3381.11,179.98,16603.65,2960.03,869.97,2212.64,742.87,2339.74,4296,3113.26,3681.19,3938.27,80555.27,109460.57,85656.78,78237.44,119123.42,80676.39,84818.12,73150.26,0,0,0,0,0,0
50091,Charge      ,1,0,0,186,194,0.0089,0,2918974,0,0.3572,Entertainment      ,13,1,2,25.47,0,8.9,53.43,132.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3321.02,258.81,2501.82,1225.15,0,0,0,0,0,0
50092,Charge      ,2,251262,7,34,3095,0.2992,0,38030,1,4.6335,Household          ,13,1,3,84.34,901.77,139.57,90.82,0,0,1475.67,0,513.52,138.15,277.23,374.44,0,0,0,0,0,0,0,0,30989.31,39190.3,37375.6,26461.61,0,0,0,0,0,0
